,Lat,Long,0
170,56.695515,-5.6774325,3109.2693467603567
171,53.064264,-2.5246978,3490.854483690936
172,52.599223,-0.0091281758,3799.3437345027587
173,50.235235,-5.1573804,3838.195455901139
174,55.216686,-3.1813555,3162.9173261846863
175,53.784481,-1.9265675,3469.7875119131377
176,57.720485,-4.1012831,3225.5285175361178
177,51.96497,-4.2584658,3816.1730606745996
178,54.703185,-6.1159276,3424.818420371299
179,54.413006,-2.3876968,3438.745167761361
180,54.936593,-7.0772671,3390.344073512888
181,52.778818,-4.0038379,3699.6986199312787
182,58.522069,-4.4925141,3159.1381023357662
183,56.630839,-4.6925337,3023.268924124259
184,52.416977,0.12970722,3798.582184007846
185,53.602794,-2.6824713,3494.6982227824765
186,51.262423,-0.92740488,3828.0275086814218
187,51.79503,-0.33477966,3861.359367391563
188,54.592757,-1.6156077,3371.799070677398
189,55.897495,-5.2814461,3251.8154661494
190,52.076334,-2.2212112,3560.337462018896
191,56.928791,-2.413418,3412.014386165539
192,50.884131,0.3433925,3961.6645565657536
193,52.166426,-1.9292505,3569.488064247448
194,51.707048,-3.5219086,3759.5670630495097
195,54.316712,-0.69582232,3572.164351947041
196,56.600957,-5.8312368,3149.448027955339
197,53.154717,-2.3762603,3537.1421036994516
198,52.39398,1.157564,3782.9556466418644
199,56.294654,-3.2144051,3300.7673788383463
200,51.520987,-0.056506887,3807.9065585535254
201,52.344392,-2.662922,3544.173397280526
202,57.377266,-2.584753,3271.8226219957232
203,55.303064,-3.4989757,3194.7536407911493
204,58.990334,-3.1339067,3211.081751126786
205,52.974956,-1.630106,3509.218259258495
206,53.694403,-2.2296136,3449.6497030384626
207,58.441275,-3.9727618,3182.890115471185
208,54.131187,-0.24250443,3644.156978068446
209,53.691709,-2.8353482,3517.600826415979
210,56.716933,-4.8621346,3017.0500808157312
211,54.661508,-7.1980405,3395.932343837948
212,52.69138,-3.8518572,3595.558769561989
213,58.428909,-4.6572266,3120.597938126344
214,52.346229,-2.0757611,3486.87328304139
215,54.502303,-1.4620381,3430.203741417142
216,53.306111,-4.6288641,3928.402075533777
217,51.886871,-0.47669594,3819.7506309882983
218,51.353554,-1.0688852,3808.569551466906
219,53.514649,-1.7762298,3505.9515995300735
220,52.871159,-0.14528212,3794.021309774492
221,54.682005,-2.5453573,3426.8806703560876
222,54.96666,-6.2992072,3389.2793942521757
223,51.1737,-2.9320804,3791.025034215657
224,54.32179,-1.3106521,3499.024374844639
225,57.448328,-4.2523134,3164.824930290142
226,51.698126,-4.1004357,3809.149872277507
227,53.222638,0.31928188,3754.534799942494
228,51.620549,-3.2301073,3768.587336090942
229,53.870334,-1.0139252,3595.0857593388228
230,57.890587,-4.6173674,3115.883392364709
231,50.815097,-2.7829745,3894.1057167120052
232,54.623651,-5.7978852,3480.2958710626954
233,52.048847,-4.5543967,3858.335209798267
234,57.071905,-5.0544493,3025.4673379001924
235,56.879556,-5.5312973,3059.6051626883473
236,55.035392,-3.3324868,3259.2118117810614
237,50.518635,-4.6119175,3816.6201354013447
238,55.565757,-3.9847299,3324.7729177330993
239,58.066423,-4.7998001,3099.401285518702
240,56.368173,-4.3500982,3123.3786192929956
241,55.20898,-3.8097629,3304.1099017383276
242,52.607676,-0.59948844,3739.306382265545
243,57.332451,-5.4084699,3027.3694310545925
244,52.228591,0.55999388,3806.8143219758285
245,50.997382,-1.7885365,3876.8607627948795
246,55.671029,-2.4000485,3316.0100615686742
247,57.312722,-6.0712532,3127.117640674892
248,53.424952,-1.9271862,3492.194410756935
249,55.12206,-6.9438222,3353.623331102519
250,51.981549,-3.0943661,3614.1358701232903
251,56.063094,-5.7776486,3283.8064250649413
252,52.932531,1.1966532,3705.6380023215106
253,56.378756,-3.702906,3096.364161479344
254,52.613185,-1.1900915,3711.703173263283
255,55.19804,-4.4378058,3414.9856974863733
256,50.817527,-2.2152038,3885.707911788474
257,52.116549,1.430106,3850.8999620398636
258,51.25577,-0.35433655,3815.908837114247
259,51.801812,-0.91465527,3757.8037288737296
260,56.657789,-2.7366833,3355.119848473396
261,52.43559,-1.6346354,3558.6230818003705
262,50.619796,-4.0520068,3732.7302678187552
263,52.787351,-3.4110533,3459.2564572998754
264,58.541386,-3.1193707,3206.796773028793
265,52.878951,-0.7393643,3743.4671909836034
266,56.275244,-4.5059324,3070.9690924359647
267,51.534421,-1.2093744,3771.5113146798694
268,58.152283,-4.9765358,3096.963286229504
269,60.609063,-1.1810843,3331.3833969615434
270,51.167742,-3.5040843,3740.88589402504
271,54.165339,-6.0622711,3559.9179433111503
272,56.892494,-5.0397809,3024.1432968594363
273,50.90763,-1.9311684,3894.522964918666
274,52.14185,0.40885776,3809.405992942826
275,57.058878,-5.548326,3069.5377401109527
276,54.138565,-0.85449677,3579.4546828814055
277,55.14022,-6.4749091,3384.4588342645347
278,56.092377,-4.654816,3235.60763441738
279,55.29371,-4.1286334,3359.2223007636812
280,50.727254,-2.3564685,3883.8200833725123
281,53.33487,-2.227676,3499.3946134790267
282,57.336838,-5.2426461,2995.388522292653
283,51.085716,-2.6447629,3859.621644063486
284,54.349729,-5.9265019,3527.5372934165607
285,51.892958,-1.0577812,3706.7866496909946
286,50.72778,-1.9314313,3943.8908283754126
287,51.347583,-0.4946448,3839.2406842321925
288,52.21046,1.2909308,3826.17566712369
289,53.332211,-2.8283058,3547.5924316476767
290,51.087471,-2.0736792,3830.795869515736
291,52.699148,-3.2602183,3494.9686072654895
292,58.449986,-3.2878104,3211.0013490688925
293,56.746542,-2.9019266,3311.7493982583137
294,52.943695,0.75088085,3773.056137607223
295,51.15899,-4.0758472,3712.606075402543
296,57.458473,-3.5861192,3227.628374224906
297,51.713121,-2.9431305,3675.5552955247094
298,55.939944,-2.5629057,3353.0705676244606
299,52.883771,-1.3336684,3646.592059399377
300,57.826591,-6.8034534,3224.04756198822
301,60.251675,-1.5513362,3260.3675916472775
302,51.52912,-0.63282898,3791.303200076779
303,56.286632,-3.8603689,3102.876083337618
304,52.524918,-2.5182445,3524.8600342275495
305,52.958584,0.0073419108,3803.628064218273
306,56.095727,-4.4942535,3258.5241788299236
307,54.143989,-1.9259351,3465.5067483136354
308,54.34463,-6.0799609,3509.999260608696
309,51.082568,-3.0730131,3784.5160301287942
310,57.361427,-4.0807099,3185.9194593361754
311,54.772468,-2.3911283,3380.278898633139
312,54.578532,-7.0325373,3404.3538157060393
313,53.138165,-4.0205282,3804.4813629092687
314,58.163154,-4.4673472,3128.5259745459034
315,53.962287,-2.6883321,3505.696452237912
316,56.271871,-4.6672446,3109.256378998415
317,51.536537,-1.6418735,3753.5275040157294
318,52.154506,-0.32139828,3841.3146045085896
319,56.909761,-4.2197694,3077.1370359449547
320,50.902801,-0.93568768,4015.532667986142
321,55.538676,-5.2514668,3412.9652702067033
322,51.716703,-2.2194501,3660.4442392986875
323,54.170404,-5.9094732,3577.1917514680927
324,54.952209,-1.6121874,3339.6233164027144
325,51.219009,1.3629122,4044.0621225550176
326,57.032852,-6.3704241,3227.5447294679434
327,55.933687,-3.3631613,3266.845472527012
328,51.714194,-2.7984079,3679.3072856017407
329,57.467753,-2.4194882,3286.0320725978745
330,58.174487,-3.7879182,3191.3096421602568
331,53.504411,-0.41932393,3695.756972494948
332,52.519396,-3.2550669,3534.355262965294
333,52.884511,-1.4822668,3540.1429179135166
334,53.964235,-2.0786743,3465.7424431754107
335,53.331074,-2.9784441,3570.225623412549
336,52.33416,-3.6901206,3637.8444398402435
337,50.720004,-3.3480353,3857.8657657729927
338,51.330368,0.50963435,3896.3793462650256
339,51.896531,-1.7843473,3679.094285097849
340,58.005594,-6.8274638,3210.7633839608297
341,56.745252,-3.0653998,3282.4551515995845
342,57.262831,-7.3938773,3342.199423888477
343,56.107039,-3.8516933,3178.9004857351483
344,52.704706,-2.5203728,3531.092493937086
345,56.358021,-4.8351666,3091.528363785952
346,54.051184,-2.8425447,3524.2534519216197
347,53.050765,-3.8672333,3759.2068743057343
348,58.070034,-4.6304947,3135.3630710344523
349,54.861752,-1.4572665,3359.1577852985165
350,51.312809,1.2262456,4058.0212891171004
351,51.986611,-2.0751507,3598.4321726687567
352,50.993922,-1.0760986,3915.011236322217
353,52.246367,-0.46441425,3832.969320120769
354,53.874171,-1.7743173,3479.759966241212
355,57.887,-4.7858307,3065.396059299801
356,50.347627,-4.180812,3807.352820637815
357,51.625896,-2.5079324,3689.246022981284
358,50.611558,-4.4757053,3730.0857517917257
359,53.230532,-0.1297856,3734.4132011173187
360,52.427931,-0.60519209,3804.5581997570125
361,59.078474,-3.3112815,3223.7499452140664
362,55.041443,-2.5502316,3268.198367920887
363,57.089289,-4.2304907,3119.3400345808095
364,52.057517,-4.1172588,3796.6946788033165
365,54.608204,-6.2612761,3424.9296216441107
366,50.814058,-2.9249014,3858.6315310490554
367,51.806798,-1.9298128,3684.3596501708207
368,50.532321,-3.9070977,3799.8686169201255
369,51.243513,0.36161565,3888.642913307277
370,52.066554,-3.534104,3681.091369108809
371,52.112214,1.5758664,3849.2656596667503
372,52.795157,-2.373148,3505.5846027978614
373,52.433405,-1.1933903,3651.4991813614897
374,56.653932,-3.225934,3264.7041180724655
375,58.088547,-7.0085582,3251.4915875548295
376,51.984798,-2.6575978,3596.545316734371
377,53.419668,-0.87390599,3636.049982170156
378,55.662357,-3.5126821,3249.6932401714002
379,54.053913,-2.2315936,3454.3525775642047
380,52.615385,-1.6331416,3538.440208879193
381,55.1948,-4.5947447,3431.112478800608
382,53.771845,-0.25755108,3702.019583020571
383,58.082229,-3.9529024,3231.6789541430544
384,50.727601,-2.2147911,3889.0108820379455
385,55.311621,-2.3964203,3253.865396371759
386,57.37066,-3.416036,3233.0525983693806
387,52.3411,-3.1032238,3577.782772747265
388,54.496406,-0.69010845,3527.2166589070093
389,52.573505,1.1704562,3720.037435331602
390,52.972728,-1.183388,3627.0763942979966
391,56.115007,-3.2087392,3319.859311945578
392,56.73795,-3.7191222,3134.9584673406252
393,55.491346,-1.6069118,3498.2446687190195
394,51.177214,-2.2168761,3819.9282933700024
395,52.161376,-0.90593154,3784.513761093398
396,56.919699,-3.5631883,3153.933363498845
397,50.896233,-0.36704183,3917.8159082378497
398,56.298459,-2.7297531,3434.26728900953
399,51.518512,0.087527729,3796.2806739565904
400,52.850381,0.89351418,3724.964333400544
401,53.14681,-3.4228118,3622.1627878102327
402,56.573252,-6.6430683,3448.099691602528
403,53.510863,-1.0222874,3597.2047438305126
404,52.511678,-3.8442907,3626.694159512039
405,54.32257,-1.4643848,3513.2613825525705
406,57.430703,-5.0843058,2999.4510978992384
407,51.174753,-2.7890525,3840.428884105425
408,55.924941,-4.0030555,3290.402639942554
409,54.676034,-3.3206894,3442.756194945563
410,55.132327,-1.7672842,3374.4166777099645
411,58.425247,-4.8282471,3126.6997444053786
412,52.967147,-0.58789816,3741.1825393345907
413,56.727223,-4.3724642,3053.8722985865897
414,51.357058,-1.7868868,3782.416822294904
415,51.869323,0.53953475,3854.3390969402717
416,57.691108,-5.4421191,2941.8309959836643
417,51.075933,-3.6438569,3685.521914113723
418,54.501518,-1.3076317,3449.095317682507
419,50.988027,-0.50630488,3904.9084529485035
420,52.252532,-1.0501831,3753.771628179511
421,51.447144,-2.0742587,3761.9869073715054
422,51.851423,1.2646521,3908.2642684265365
423,53.058634,-3.2706866,3521.1145279560205
424,55.22238,-2.0811454,3317.0585310682227
425,52.584525,0.7283253,3792.5423003979495
426,56.387232,-2.8934141,3420.835599039324
427,57.099296,-3.5707426,3178.7785856915725
428,52.072706,-2.950691,3586.0431162339546
429,50.799534,-4.0598723,3717.772234737783
430,57.396826,-6.2471601,3141.411707920918
431,55.58056,-2.5577502,3271.994449352359
432,56.645801,-3.8780217,3164.9990269953378
433,53.243309,-1.328099,3584.8779343822
434,52.846672,1.0417996,3710.7211658532096
435,52.419533,-0.017233276,3764.075741389125
436,56.634257,-4.5296963,3049.435918044772
437,53.238426,-0.72882815,3680.897821024483
438,58.511045,-5.0068785,3158.943580992888
439,54.590394,-1.1513714,3449.417574521436
440,50.808175,-3.4925042,3756.32569134446
441,57.417497,-5.5829863,3020.3073382767325
442,51.782535,0.38966556,3843.6780375102426
443,54.233267,-2.3860092,3445.9443979671205
444,51.267314,-1.9306346,3790.30919638073
445,53.779128,-0.86430661,3633.833412869112
446,52.596651,0.13841199,3803.3213691907877
447,55.220341,-2.7098866,3215.7437769395456
448,53.41248,-0.27227506,3708.8035104552
449,54.404728,-3.4660191,3547.4150928144873
450,55.652877,-4.1480872,3356.1462718858456
451,51.445366,-2.6498171,3749.9304823037573
452,54.708351,-5.9611247,3446.0685663711756
453,51.96209,-4.403888,3831.3000029451114
454,57.695556,-5.2746657,2923.0194976989305
455,53.154174,-1.4790303,3575.5512904891175
456,53.514833,-2.0778366,3460.6456632022546
457,52.494728,0.72276068,3798.049844419126
458,53.953641,-0.40238236,3690.762316025649
459,52.163689,-2.8064302,3561.738338810438
460,57.198278,-2.4164264,3319.2293874426186
461,50.881083,-4.4899704,3721.344616735838
462,57.480672,-6.4238722,3162.2219116767956
463,55.484557,-3.3476083,3184.0147729094588
464,54.937124,-3.9536356,3366.071392852691
465,56.785166,-5.6862111,3115.030416737046
466,52.974377,-2.5236079,3500.2929772726793
467,56.475785,-3.0578373,3342.2208224331052
468,51.060868,0.4950285,3938.938318792938
469,52.346053,-1.7821695,3525.7013386961853
470,51.884828,-3.6732094,3724.59085166783
471,54.502873,-2.3885476,3428.9367596686143
472,55.72614,-4.9484522,3385.2751752582462
473,54.792818,-6.1250438,3407.010327297925
474,57.630723,-4.096094,3209.6682302629833
475,51.875132,-4.2539595,3813.1382055290824
476,53.694601,-1.9267234,3469.721050511701
477,52.689066,-0.0050433698,3805.5781394398446
478,50.325031,-5.1633323,3828.509596172751
479,55.126846,-3.1787009,3218.1422234205475
480,52.166238,-2.2216573,3534.353966471266
481,54.682622,-1.6147597,3337.7426204937537
482,51.705158,-0.33808158,3839.742548951982
483,51.17252,-0.92949159,3872.544337216699
484,52.506815,0.13404811,3799.700032578956
485,53.512917,-2.6810258,3496.7481522037397
486,56.5411,-4.6861567,3044.786212570416
487,54.847082,-7.0659919,3368.7995521285975
488,52.868657,-4.0079772,3779.6059899432576
489,56.204831,-3.211564,3309.095480483268
490,51.610849,-0.052671053,3818.0129082807907
491,52.483744,1.1639931,3782.784792162249
492,56.511319,-5.8221768,3154.197263442582
493,53.244604,-2.3770488,3512.1299174200603
494,51.796927,-3.5249337,3735.45810361253
495,54.226863,-0.69865582,3585.808070000224
496,52.076521,-1.9293922,3574.0158697490197
497,57.018621,-2.4144149,3361.480043834663
498,54.041354,-0.24629686,3660.4912487307984
499,58.351516,-3.967752,3171.4467565930718
500,53.784282,-2.2301046,3464.6722522789332
501,53.064846,-1.629337,3581.926399094009
502,56.028948,-2.7246589,3355.7504215126864
503,54.844714,-4.1049208,3478.085786246571
504,55.39289,-3.5023734,3197.6591393287827
505,57.564256,-6.6013932,3192.2897042699387
506,50.973876,-4.3524786,3719.206828600145
507,52.254496,-2.6615805,3532.953737799089
508,55.694373,-6.0603939,3382.498384635447
509,57.287444,-2.5833272,3270.090410587786
510,51.443458,-1.0670585,3795.90103310609
511,51.976748,-0.47364958,3808.7825522514077
512,54.412437,-1.4632147,3465.2892088295594
513,52.256326,-2.0756073,3524.608129406327
514,54.751003,-7.2095295,3376.102202731113
515,52.60153,-3.8480639,3608.9249706830315
516,58.339193,-4.6504831,3102.2870077430307
517,54.059388,-6.5106158,3555.6861341762315
518,56.806656,-4.8689746,3015.111676889899
519,53.78158,-2.8371327,3523.085676268688
520,54.231924,-1.3121499,3523.7327838255833
521,57.538083,-4.2578499,3172.9789354176582
522,51.787976,-4.1046086,3803.499679362667
523,54.87705,-6.2896456,3392.8634476599836
524,51.263607,-2.9338984,3780.81267039892
525,55.811935,-5.1145838,3342.720741541515
526,54.592143,-2.5441555,3467.876340693505
527,52.781311,-0.14910491,3798.689170550134
528,53.604532,-1.7757555,3498.650894104705
529,55.475957,-3.9802128,3321.0676127988972
530,50.428798,-4.6069684,3818.3931962937268
531,57.717058,-7.2932982,3280.2557638465823
532,56.969218,-5.5397869,3068.776513771075
533,52.138663,-4.5595353,3882.8361294543556
534,57.161607,-5.0618479,3023.627491389968
535,50.905013,-2.7844823,3874.7226502007434
536,54.53398,-5.7895432,3499.240616437194
537,53.960199,-1.0118061,3585.011505585935
538,57.80086,-4.6108623,3095.671665505978
539,51.530657,-3.2276823,3799.3819896971127
540,53.132822,0.31444065,3772.417459478246
541,54.771099,-1.3030383,3389.3669300849533
542,51.087303,-1.7881272,3859.3412095265276
543,52.318404,0.56517604,3797.5379294084123
544,57.242781,-5.4001807,3025.334090754538
545,55.119165,-3.8056982,3318.007469979185
546,52.697546,-0.59661391,3753.6591301222334
547,56.457938,-4.3556414,3050.9133067457296
548,54.139878,-2.9974163,3539.4672803184985
549,54.357697,-7.930044,3435.7946037429165
550,57.976713,-4.7927945,3095.246312375779
551,52.703073,-1.1884289,3704.2922391495513
552,55.108262,-4.4323336,3426.608015912798
553,56.468557,-3.7069251,3119.122495248791
554,57.640052,-3.4265114,3253.1534481067656
555,51.891657,-3.0921805,3635.824661439894
556,55.032533,-6.9327669,3372.8705569674457
557,53.335066,-1.9273388,3512.4353158271806
558,55.760878,-2.4009684,3334.917199478279
559,57.22312,-6.0613622,3142.0247740245095
560,52.877218,-3.4139695,3495.3281472457065
561,58.631178,-3.1222425,3183.617300798899
562,50.709666,-4.0559295,3724.6080344597294
563,52.525488,-1.6338904,3552.3053569163058
564,56.567959,-2.7349357,3392.076609977583
565,51.711918,-0.91680788,3768.2858287746603
566,51.165888,-0.35753742,3842.94112621337
567,52.026804,1.4232282,3867.2478491864968
568,50.90745,-2.2156187,3876.259367944106
569,57.148536,-5.5569151,3058.065851423583
570,52.052024,0.40402202,3832.965429944643
571,56.9822,-5.0470937,3026.3186924347356
572,50.817705,-1.9313002,3929.7251450605263
573,54.254986,-6.0710919,3535.5136358275413
574,56.185486,-4.5000763,3205.768404219293
575,51.624325,-1.2078133,3762.402210356673
576,52.789078,-0.74196342,3757.621851428996
577,50.995799,-2.6435155,3889.0209321517214
578,54.439388,-5.9350864,3503.192314903671
579,57.247153,-5.2347584,3020.172470347865
580,53.424755,-2.2281565,3457.7271965450036
581,50.637328,-2.3557874,3879.60934747965
582,55.383504,-4.1334559,3356.5962643423136
583,53.045806,0.16058185,3791.78042542443
584,56.002627,-4.6486547,3285.39987831323
585,55.050633,-6.4648934,3385.2369191419702
586,54.048708,-0.8569693,3601.937120755195
587,56.836366,-2.9040857,3298.281073499663
588,52.609273,-3.2576357,3516.136405927252
589,58.360196,-3.2845382,3224.0397819420396
590,50.99755,-2.0735362,3875.3755932445183
591,53.422088,-2.8300522,3532.1523101701832
592,52.300214,1.297587,3798.7792991508486
593,51.437468,-0.49169199,3830.4752340563527
594,50.637852,-1.9315617,3943.334173511472
595,51.982854,-1.0558966,3695.081011345853
596,52.435022,-2.5171887,3513.214697486592
597,51.619007,-0.63012973,3783.4636708856306
598,56.196836,-3.8560187,3141.2888361388605
599,52.793883,-1.3350422,3672.3670930441667
600,55.8501,-2.5616058,3335.4689912715367
601,57.548263,-3.5900203,3233.250361533871
602,51.803019,-2.9450059,3646.9185306002364
603,53.04833,-4.0163222,3799.002024491596
604,58.073421,-4.4611496,3155.3125185120543
605,54.052157,-2.6898173,3483.632559178014
606,56.361616,-4.6735125,3056.777148715406
607,52.244372,-0.31800891,3836.531976215817
608,50.992709,-0.93363292,3942.2451791041594
609,51.986428,-2.2207675,3592.210411561299
610,54.862348,-1.6130496,3326.154991672026
611,51.308772,1.3694761,4073.3233005541015
612,52.429574,-0.75222314,3790.3014156495556
613,53.228088,0.019926774,3744.0916042218214
614,50.145436,-5.1514585,3919.6953062924085
615,51.626433,-2.3634758,3683.295619041951
616,53.87436,-1.9264107,3476.234917579968
617,57.883191,-4.9542525,3032.4525946414724
618,54.61355,-6.1068617,3440.480620238044
619,50.812846,-3.0668192,3850.110204975994
620,57.092117,-4.0655951,3142.0027288085757
621,52.054807,-4.2629958,3819.3486194991683
622,55.04205,-2.3937522,3281.732829917616
