,Lat,Long,Insolation
227,57.448328,-4.2523134,948.2571
228,51.698126,-4.1004357,1146.9989
229,53.222638,0.31928188,1130.1529
230,51.620549,-3.2301073,1134.4874
231,53.870334,-1.0139252,1080.9709
232,57.890587,-4.6173674,933.1611
233,50.815097,-2.7829745,1173.2035
234,54.623651,-5.7978852,1045.564
235,52.048847,-4.5543967,1162.1701
236,57.071905,-5.0544493,905.2723
237,56.879556,-5.5312973,915.8021
238,55.035392,-3.3324868,977.3707
239,50.518635,-4.6119175,1149.3031
240,55.565757,-3.9847299,997.593
241,58.066423,-4.7998001,928.0772
242,56.368173,-4.3500982,935.473
243,55.20898,-3.8097629,991.2195
244,52.607676,-0.59948844,1125.4557
245,57.332451,-5.4084699,905.859
246,52.228591,0.55999388,1146.2785
247,50.997382,-1.7885365,1167.8843
248,55.671029,-2.4000485,994.8901
249,57.312722,-6.0712532,936.6263
250,53.424952,-1.9271862,1049.2341
251,55.12206,-6.9438222,1006.4919
252,51.981549,-3.0943661,1086.8469
253,56.063094,-5.7776486,984.9569
254,52.932531,1.1966532,1115.0707
255,56.378756,-3.702906,927.1404
256,52.613185,-1.1900915,1116.9415
257,55.19804,-4.4378058,1025.4191
258,50.817527,-2.2152038,1170.6132
259,52.116549,1.430106,1159.8767
260,51.25577,-0.35433655,1149.0837
261,51.801812,-0.91465527,1131.1612
262,56.657789,-2.7366833,1006.9535
263,52.43559,-1.6346354,1069.724
264,50.619796,-4.0520068,1123.4273
265,52.787351,-3.4110533,1039.0744
266,58.541386,-3.1193707,961.2033
267,52.878951,-0.7393643,1126.7391
268,56.275244,-4.5059324,919.3073
269,51.534421,-1.2093744,1135.3893
270,58.152283,-4.9765358,927.3252
271,60.609063,-1.1810843,999.632
272,51.167742,-3.5040843,1125.9429
273,54.165339,-6.0622711,1070.1234
274,56.892494,-5.0397809,904.8639
275,50.90763,-1.9311684,1173.3322
276,52.14185,0.40885776,1147.0779
277,57.058878,-5.548326,918.8658
278,54.138565,-0.85449677,1076.1495
279,55.14022,-6.4749091,1016.0031
280,56.092377,-4.654816,970.09
281,55.29371,-4.1286334,1008.2189
282,50.727254,-2.3564685,1170.0309
283,53.33487,-2.227676,1051.455
284,57.336838,-5.2426461,895.9945
285,51.085716,-2.6447629,1162.5669
286,54.349729,-5.9265019,1060.1356
287,51.892958,-1.0577812,1115.425
288,50.72778,-1.9314313,1188.5597
289,51.347583,-0.4946448,1156.2804
290,52.21046,1.2909308,1152.2505
291,53.332211,-2.8283058,1066.3216
292,51.087471,-2.0736792,1153.6756
293,52.699148,-3.2602183,1050.0898
294,58.449986,-3.2878104,962.5002
295,56.746542,-2.9019266,993.5759
296,52.943695,0.75088085,1135.8658
297,51.15899,-4.0758472,1117.22
298,57.458473,-3.5861192,967.6288
299,51.713121,-2.9431305,1105.7917
300,55.939944,-2.5629057,1006.3214
301,52.883771,-1.3336684,1096.858
302,57.826591,-6.8034534,966.5243
303,60.251675,-1.5513362,977.7272
304,51.52912,-0.63282898,1141.4941
305,56.286632,-3.8603689,929.149
306,52.524918,-2.5182445,1059.3098
307,52.958584,0.0073419108,1145.2957
308,56.095727,-4.4942535,977.1586
309,54.143989,-1.9259351,1041.0023
310,54.34463,-6.0799609,1054.726
311,51.082568,-3.0730131,1139.4006
312,57.361427,-4.0807099,954.7637
313,54.772468,-2.3911283,1014.7138
314,54.578532,-7.0325373,1022.1397
315,53.138165,-4.0205282,1145.5589
316,58.163154,-4.4673472,937.0607
317,53.962287,-2.6883321,1053.3988
318,56.271871,-4.6672446,931.117
319,51.536537,-1.6418735,1129.8422
320,52.154506,-0.32139828,1156.9201
321,56.909761,-4.2197694,921.2098
322,50.902801,-0.93568768,1210.6576
323,55.538676,-5.2514668,1024.7959
324,51.716703,-2.2194501,1101.1307
325,54.170404,-5.9094732,1075.4515
326,54.952209,-1.6121874,1002.1736
327,51.219009,1.3629122,1219.4575
328,57.032852,-6.3704241,967.603
329,55.933687,-3.3631613,979.7253
330,51.714194,-2.7984079,1106.949
331,57.467753,-2.4194882,985.6434
332,58.174487,-3.7879182,956.4263
333,53.504411,-0.41932393,1112.0229
334,52.519396,-3.2550669,1062.2386
335,52.884511,-1.4822668,1064.0238
336,53.964235,-2.0786743,1041.075
337,53.331074,-2.9784441,1073.3028
338,52.33416,-3.6901206,1094.1598
339,50.720004,-3.3480353,1162.0253
340,51.330368,0.50963435,1173.9048
341,51.896531,-1.7843473,1106.8833
342,58.005594,-6.8274638,962.4268
343,56.745252,-3.0653998,984.5401
344,57.262831,-7.3938773,1002.9682
345,56.107039,-3.8516933,952.5987
346,52.704706,-2.5203728,1061.2322
347,56.358021,-4.8351666,925.6488
348,54.051184,-2.8425447,1059.1227
349,53.050765,-3.8672333,1131.594
350,58.070034,-4.6304947,939.1696
351,54.861752,-1.4572665,1008.199
352,51.312809,1.2262456,1223.7632
353,51.986611,-2.0751507,1082.0031
354,50.993922,-1.0760986,1179.6518
355,52.246367,-0.46441425,1154.346
356,53.874171,-1.7743173,1045.3987
357,57.887,-4.7858307,917.5883
358,50.347627,-4.180812,1146.4446
359,51.625896,-2.5079324,1110.0146
360,50.611558,-4.4757053,1122.6116
361,53.230532,-0.1297856,1123.9464
362,52.427931,-0.60519209,1145.5826
363,59.078474,-3.3112815,966.4325
364,55.041443,-2.5502316,980.1426
365,57.089289,-4.2304907,934.2273
366,52.057517,-4.1172588,1143.1571
367,54.608204,-6.2612761,1028.4863
368,50.814058,-2.9249014,1162.2615
369,51.806798,-1.9298128,1108.5074
370,50.532321,-3.9070977,1144.1361
371,51.243513,0.36161565,1171.5185
372,52.066554,-3.534104,1107.4993
373,52.112214,1.5758664,1159.3726
374,52.795157,-2.373148,1053.3643
375,52.433405,-1.1933903,1098.3716
376,56.653932,-3.225934,979.0648
377,58.088547,-7.0085582,974.9894
378,51.984798,-2.6575978,1081.4211
379,53.419668,-0.87390599,1093.6063
380,55.662357,-3.5126821,974.4347
381,54.053913,-2.2315936,1037.5618
382,52.615385,-1.6331416,1063.4986
383,55.1948,-4.5947447,1030.3934
384,53.771845,-0.25755108,1113.9546
385,58.082229,-3.9529024,968.8782
386,50.727601,-2.2147911,1171.632
387,55.311621,-2.3964203,975.7216
388,57.37066,-3.416036,969.3019
389,52.3411,-3.1032238,1075.6338
390,54.496406,-0.69010845,1060.0367
391,52.573505,1.1704562,1119.5122
392,52.972728,-1.183388,1090.8384
393,56.115007,-3.2087392,996.0774
394,56.73795,-3.7191222,939.0448
395,55.491346,-1.6069118,1051.1003
396,51.177214,-2.2168761,1150.3235
397,52.161376,-0.90593154,1139.3999
398,56.919699,-3.5631883,944.8976
399,50.896233,-0.36704183,1180.5169
400,56.298459,-2.7297531,1031.3665
401,51.518512,0.087527729,1143.0294
402,52.850381,0.89351418,1121.0319
403,53.14681,-3.4228118,1089.3228
404,56.573252,-6.6430683,1035.6331
405,53.510863,-1.0222874,1081.6245
406,52.511678,-3.8442907,1090.7205
407,54.32257,-1.4643848,1055.7322
408,57.430703,-5.0843058,897.2476
409,51.174753,-2.7890525,1156.6469
410,55.924941,-4.0030555,986.9915
411,54.676034,-3.3206894,1033.9849
412,55.132327,-1.7672842,1012.9056
413,58.425247,-4.8282471,936.4974
414,52.967147,-0.58789816,1126.0344
415,56.727223,-4.3724642,914.0338
416,51.357058,-1.7868868,1138.7531
417,51.869323,0.53953475,1160.9375
418,57.691108,-5.4421191,879.4747
419,51.075933,-3.6438569,1108.8659
420,54.501518,-1.3076317,1035.9402
421,50.988027,-0.50630488,1176.5356
422,52.252532,-1.0501831,1129.9175
423,51.447144,-2.0742587,1132.4515
424,51.851423,1.2646521,1177.5707
425,53.058634,-3.2706866,1058.1545
426,55.22238,-2.0811454,995.2135
427,52.584525,0.7283253,1141.8763
428,56.387232,-2.8934141,1027.2235
429,57.099296,-3.5707426,952.5611
430,52.072706,-2.950691,1078.1817
431,50.799534,-4.0598723,1118.8135
432,57.396826,-6.2471601,941.0353
433,55.58056,-2.5577502,981.3135
434,56.645801,-3.8780217,948.3108
435,53.243309,-1.328099,1077.8223
436,52.846672,1.0417996,1116.6386
437,52.419533,-0.017233276,1133.0958
438,56.634257,-4.5296963,912.6654
439,53.238426,-0.72882815,1107.4396
440,58.511045,-5.0068785,946.443
441,54.590394,-1.1513714,1036.0396
442,50.808175,-3.4925042,1130.7053
443,57.417497,-5.5829863,903.6807
444,51.782535,0.38966556,1157.6491
445,54.233267,-2.3860092,1034.9683
446,51.267314,-1.9306346,1141.1875
447,53.779128,-0.86430661,1092.9226
448,52.596651,0.13841199,1145.2011
449,55.220341,-2.7098866,963.963
450,53.41248,-0.27227506,1116.0471
451,54.404728,-3.4660191,1066.2669
452,55.652877,-4.1480872,1007.2701
453,51.445366,-2.6498171,1128.7327
454,54.708351,-5.9611247,1035.0066
455,51.96209,-4.403888,1153.8311
456,57.695556,-5.2746657,873.6723
457,53.154174,-1.4790303,1074.9455
458,53.514833,-2.0778366,1039.5029
459,52.494728,0.72276068,1143.5751
460,53.953641,-0.40238236,1110.4823
461,52.163689,-2.8064302,1070.6849
462,57.198278,-2.4164264,995.8831
463,50.881083,-4.4899704,1119.9154
464,57.480672,-6.4238722,947.4542
465,55.484557,-3.3476083,954.1762
466,54.937124,-3.9536356,1010.3315
467,56.785166,-5.6862111,932.898
468,52.974377,-2.5236079,1051.7321
469,56.475785,-3.0578373,1002.9748
470,51.060868,0.4950285,1187.0321
471,52.346053,-1.7821695,1059.5693
472,51.884828,-3.6732094,1120.9167
473,54.502873,-2.3885476,1029.7223
474,55.72614,-4.9484522,1016.2549
475,54.792818,-6.1250438,1022.9591
476,57.630723,-4.096094,962.089
477,51.875132,-4.2539595,1148.2291
478,53.694601,-1.9267234,1042.3022
479,52.689066,-0.0050433698,1145.8972
480,50.325031,-5.1633323,1152.9704
481,55.126846,-3.1787009,964.7028
482,52.166238,-2.2216573,1062.2382
483,54.682622,-1.6147597,1001.5935
484,51.705158,-0.33808158,1156.4352
485,51.17252,-0.92949159,1166.5529
486,52.506815,0.13404811,1144.0841
487,53.512917,-2.6810258,1050.6387
488,56.5411,-4.6861567,911.2312
489,54.847082,-7.0659919,1011.173
490,52.868657,-4.0079772,1137.8861
491,56.204831,-3.211564,992.7573
492,51.610849,-0.052671053,1149.7327
493,52.483744,1.1639931,1138.8666
494,56.511319,-5.8221768,944.979
495,53.244604,-2.3770488,1055.3832
496,51.796927,-3.5249337,1124.2687
497,54.226863,-0.69865582,1078.1092
498,52.076521,-1.9293922,1074.4719
499,57.018621,-2.4144149,1008.9153
500,54.041354,-0.24629686,1101.1452
501,58.351516,-3.967752,950.2996
502,53.784282,-2.2301046,1040.7449
503,53.064846,-1.629337,1076.9119
504,56.028948,-2.7246589,1007.148
505,54.844714,-4.1049208,1044.8823
506,55.39289,-3.5023734,958.3848
507,57.564256,-6.6013932,956.7286
508,50.973876,-4.3524786,1119.256
509,52.254496,-2.6615805,1061.8063
510,55.694373,-6.0603939,1015.3984
511,57.287444,-2.5833272,980.7262
512,51.443458,-1.0670585,1142.9123
513,51.976748,-0.47364958,1146.8856
514,54.412437,-1.4632147,1040.9352
515,52.256326,-2.0756073,1059.2321
516,54.751003,-7.2095295,1013.4255
517,52.60153,-3.8480639,1085.2396
518,58.339193,-4.6504831,928.9673
519,54.059388,-6.5106158,1068.8181
520,56.806656,-4.8689746,902.0781
521,53.78158,-2.8371327,1058.7625
522,54.231924,-1.3121499,1058.9621
523,57.538083,-4.2578499,950.7722
524,51.787976,-4.1046086,1145.2561
525,54.87705,-6.2896456,1018.5955
526,51.263607,-2.9338984,1138.2583
527,55.811935,-5.1145838,1003.129
528,54.592143,-2.5441555,1041.7332
529,52.781311,-0.14910491,1143.7723
530,53.604532,-1.7757555,1051.2256
531,55.475957,-3.9802128,996.4501
532,50.428798,-4.6069684,1149.85
533,57.717058,-7.2932982,983.8617
534,56.969218,-5.5397869,918.631
535,52.138663,-4.5595353,1169.7274
536,57.161607,-5.0618479,904.7048
537,50.905013,-2.7844823,1167.2248
538,54.53398,-5.7895432,1051.4075
539,53.960199,-1.0118061,1077.8635
540,57.80086,-4.6108623,926.9268
541,51.530657,-3.2276823,1143.986
542,53.132822,0.31444065,1135.6688
543,54.771099,-1.3030383,1017.517
544,51.087303,-1.7881272,1162.4804
545,52.318404,0.56517604,1143.4172
546,57.242781,-5.4001807,905.2312
547,55.119165,-3.8056982,995.5062
548,52.697546,-0.59661391,1129.8828
549,56.457938,-4.3556414,913.1211
550,54.139878,-2.9974163,1063.8154
551,54.357697,-7.930044,1031.8376
552,57.976713,-4.7927945,926.7956
553,52.703073,-1.1884289,1114.6556
554,55.108262,-4.4323336,1029.004
555,56.468557,-3.7069251,934.1602
556,57.640052,-3.4265114,975.502
557,51.891657,-3.0921805,1093.5368
558,55.032533,-6.9327669,1012.4287
559,53.335066,-1.9273388,1055.4774
560,55.760878,-2.4009684,1000.722
561,57.22312,-6.0613622,941.2244
562,52.877218,-3.4139695,1050.2007
563,58.631178,-3.1222425,954.0536
564,50.709666,-4.0559295,1120.922
565,52.525488,-1.6338904,1067.7753
566,56.567959,-2.7349357,1018.3528
567,51.711918,-0.91680788,1134.3944
568,51.165888,-0.35753742,1157.4218
569,52.026804,1.4232282,1164.9192
570,50.90745,-2.2156187,1167.6988
571,57.148536,-5.5569151,915.3273
572,52.052024,0.40402202,1154.3448
573,56.9822,-5.0470937,905.5349
574,50.817705,-1.9313002,1184.1903
575,54.254986,-6.0710919,1062.5959
576,56.185486,-4.5000763,960.8861
577,51.624325,-1.2078133,1132.5796
578,52.789078,-0.74196342,1131.1051
579,50.995799,-2.6435155,1171.6351
580,54.439388,-5.9350864,1052.6264
581,57.247153,-5.2347584,903.6391
582,53.424755,-2.2281565,1038.6027
583,50.637328,-2.3557874,1168.7321
584,55.383504,-4.1334559,1007.4089
585,53.045806,0.16058185,1141.6413
586,56.002627,-4.6486547,985.4484
587,55.050633,-6.4648934,1016.2431
588,54.048708,-0.8569693,1083.0842
589,56.836366,-2.9040857,989.4216
590,52.609273,-3.2576357,1056.619
591,58.360196,-3.2845382,966.5219
592,50.99755,-2.0735362,1167.4262
593,53.422088,-2.8300522,1061.5591
594,52.300214,1.297587,1143.8001
595,51.437468,-0.49169199,1153.5767
596,50.637852,-1.9315617,1188.388
597,51.982854,-1.0558966,1111.8144
598,52.435022,-2.5171887,1055.7178
599,51.619007,-0.63012973,1139.076
600,56.196836,-3.8560187,940.9974
601,52.793883,-1.3350422,1104.8083
602,55.8501,-2.5616058,1000.8922
603,57.548263,-3.5900203,969.3629
604,51.803019,-2.9450059,1096.9587
605,53.04833,-4.0163222,1143.8688
606,58.073421,-4.4611496,945.323
607,54.052157,-2.6898173,1046.5932
608,56.361616,-4.6735125,914.9298
609,52.244372,-0.31800891,1155.4449
610,50.992709,-0.93363292,1188.0521
611,51.986428,-2.2207675,1080.084
612,54.862348,-1.6130496,998.0193
613,51.308772,1.3694761,1228.4831
614,52.429574,-0.75222314,1141.1851
615,53.228088,0.019926774,1126.9317
616,50.145436,-5.1514585,1181.0966
617,51.626433,-2.3634758,1108.1792
618,53.87436,-1.9264107,1044.3114
619,57.883191,-4.9542525,907.4269
620,54.61355,-6.1068617,1033.283
621,50.812846,-3.0668192,1159.6331
622,57.092117,-4.0655951,941.2176
623,52.054807,-4.2629958,1150.1447
624,55.04205,-2.3937522,984.3173
625,52.064565,-3.6799208,1112.0222
626,51.240536,0.50474063,1186.4263
627,51.806622,-1.7847761,1112.4552
628,56.655431,-3.0628643,989.0254
629,58.095092,-6.8395768,962.0023
630,52.434316,-1.3404654,1086.5643
631,56.994526,-7.3548925,1016.9522
632,50.635294,-1.2245505,1213.4524
633,56.247231,-5.6342906,951.4407
634,52.794597,-2.5214454,1059.256
635,55.664214,-3.3537768,976.5308
636,57.301552,-6.4023049,955.0263
637,53.420991,-1.0243499,1084.5183
638,51.983895,-2.8031961,1080.3225
639,58.084715,-3.7834244,976.8741
640,53.773954,-0.40921409,1110.424
641,52.614835,-1.4854521,1072.3867
642,55.191359,-4.7516511,1037.6136
643,54.054111,-2.0788445,1038.7241
644,50.437493,-4.1849407,1146.1507
645,54.143798,-1.7728554,1045.6397
646,56.098868,-4.3336578,975.6013
647,52.961004,-0.14143894,1138.8809
648,58.988694,-3.3078666,965.0491
649,54.771867,-2.5465657,1017.1431
650,57.358571,-4.2468096,941.284
651,52.327044,-4.1301093,1136.9437
652,54.339337,-6.2333713,1056.4359
653,51.083792,-2.9302718,1158.2919
654,56.268289,-4.828521,931.9082
655,51.536009,-1.4977015,1131.5478
656,53.961317,-2.8407309,1059.5067
657,54.57201,-7.1866145,1021.3243
658,53.140607,-3.8711288,1133.1315
659,58.159756,-4.6371175,929.1624
660,54.951611,-1.456057,1008.4666
661,51.223033,1.2199596,1217.2394
662,51.716884,-2.0747012,1113.534
663,56.912568,-4.055665,933.1313
664,50.904011,-1.0778789,1201.7143
665,52.156495,-0.46750885,1151.1606
666,51.715088,-2.6536771,1104.392
667,57.467088,-2.5861873,989.1331
668,55.931812,-3.5231671,969.0746
669,53.964038,-2.2310946,1040.3397
670,52.885065,-1.630871,1058.9497
671,53.502323,-0.2686238,1113.347
672,52.517742,-3.4023971,1066.6082
673,58.171993,-3.9578225,954.1841
674,51.896707,-1.9296733,1102.1448
675,51.333354,0.36623036,1158.6504
676,52.336169,-3.5434196,1087.7565
677,52.201943,1.5830726,1154.3294
678,56.332036,-5.8042124,967.2259
679,52.705263,-2.3723802,1053.1911
680,56.109344,-3.6909864,960.2601
681,57.999072,-6.9960265,973.8675
682,56.743748,-3.2288581,975.3097
683,55.401493,-1.6078034,1050.7444
684,51.446964,-2.2181531,1134.0628
685,52.251263,-0.90372189,1138.6102
686,50.986119,-0.36388995,1182.7886
687,55.222174,-2.2383372,986.4896
688,52.581035,0.87573386,1138.8783
689,53.056947,-3.4198486,1061.6448
690,55.008226,-4.8955084,1042.2835
691,57.402322,-6.0812024,932.1105
692,55.581179,-2.3991338,989.1695
693,50.796942,-4.2016673,1120.0463
694,57.101256,-3.4057442,954.8497
695,55.868225,-6.2384911,1021.4854
696,52.071439,-3.0965631,1080.9755
697,52.842778,1.1900517,1113.1872
698,53.24237,-1.1782658,1084.8062
699,56.648154,-3.7150329,953.8798
700,58.514949,-4.8354667,941.7805
701,53.236735,-0.5790419,1114.5286
702,56.637463,-4.3668242,914.0869
703,52.421907,-0.16419503,1118.4662
704,53.600688,-2.9846658,1064.2012
705,51.267141,-1.7873024,1144.2482
706,51.779501,0.53448641,1162.3206
707,54.232677,-2.5394139,1040.0703
708,57.422118,-5.4168079,894.8011
709,50.806274,-3.6343717,1122.4187
710,54.591379,-1.306109,1027.7273
711,52.593895,0.28592901,1145.6708
712,55.219325,-2.8670545,956.6758
713,53.780469,-1.0160328,1083.8427
714,51.95903,-4.549285,1156.7921
715,57.699782,-5.1071642,882.5447
716,51.44448,-2.7936939,1130.8364
717,54.71332,-5.8062734,1040.4212
718,55.655556,-3.9892725,998.8895
719,53.414561,-0.42265767,1111.9988
720,54.4065,-3.3120111,1061.9368
721,57.368681,-3.5822411,966.2265
722,52.34238,-2.9564663,1074.077
723,51.069128,-4.0718227,1114.4706
724,50.716384,-3.6312422,1152.0088
725,55.311008,-2.5539593,967.1814
726,57.665554,-6.2785808,937.9819
727,56.735589,-3.882499,932.0753
728,52.973657,-1.3322872,1086.0132
729,52.577362,1.0231113,1134.0517
730,56.921645,-3.3989827,953.7743
731,50.898135,-0.50918262,1188.4272
732,52.162641,-1.0520976,1131.3201
733,60.607821,-0.99846533,1000.6088
734,51.177392,-2.0738229,1148.1557
735,53.148502,-3.2733388,1085.7158
736,52.853905,0.74519699,1136.688
737,56.297402,-2.8913165,1023.909
738,51.51586,0.23154105,1152.1564
739,53.509535,-0.87152554,1089.9915
740,52.50929,-3.9915509,1102.1327
741,52.866149,0.15164314,1158.2017
742,60.250942,-1.3706944,973.8561
743,54.674244,-3.4757151,1037.4217
744,55.922236,-4.1629685,991.3682
745,51.17563,-2.6460167,1161.7099
746,54.977294,-5.9875976,1031.6469
747,54.323154,-1.6181238,1050.6756
748,57.42652,-5.2505803,892.1415
749,56.724006,-4.5357235,911.5591
750,52.968822,-0.73675132,1118.877
751,55.132525,-1.9241228,1003.5009
752,58.421358,-4.999224,938.929
753,54.500535,-1.1532337,1042.1349
754,53.312347,-4.3289886,1169.2763
755,51.077853,-3.501167,1116.9779
756,57.686439,-5.6095221,894.5039
757,51.872367,0.3944261,1157.7173
758,51.357231,-1.9304994,1135.0518
759,56.516208,-5.6600267,930.8985
760,53.244035,-2.5268953,1057.4594
761,52.487588,1.0169475,1139.937
762,56.206305,-3.0504045,1003.4461
763,51.613155,-0.19700946,1150.3006
764,60.785852,-0.80924643,994.5507
765,57.017967,-2.5790995,1002.5717
766,52.076344,-1.783483,1086.9101
767,51.794957,-3.6698799,1126.2611
768,54.225109,-0.5453164,1082.6745
769,53.064288,-1.4801149,1053.2134
770,53.784478,-2.0783365,1041.3496
771,58.354028,-3.7969873,958.7348
772,54.043483,-0.39893853,1103.5662
773,52.253584,-2.8080601,1066.4552
774,57.288104,-2.417441,995.9149
775,50.970922,-4.4947743,1120.0247
776,55.394727,-3.34455,946.7975
777,54.847313,-3.9492919,1032.9534
778,55.71809,-5.2663717,1010.1956
779,52.256141,-2.2221057,1061.5096
780,54.413023,-1.6172897,1036.8726
781,53.399125,-4.48416,1171.4171
782,51.974772,-0.32812395,1149.7865
783,51.442225,-0.92319899,1145.1085
784,53.782543,-2.6853858,1053.0808
785,56.810312,-4.7053989,904.7697
786,54.757568,-7.0547788,1012.9861
787,52.599134,-3.9956249,1113.1713
788,58.342615,-4.4798547,932.5456
789,54.59274,-2.3894031,1022.8398
790,54.882448,-6.1342105,1027.154
791,54.230952,-1.1587596,1061.37
792,51.785292,-4.2494766,1148.07
793,53.604719,-1.9268785,1047.0563
794,52.778907,-0.00093685649,1148.0627
795,53.951519,-0.25006868,1106.3834
796,53.514639,-2.2286396,1035.6687
797,52.491249,0.86986953,1141.668
798,53.154734,-1.6285638,1072.7504
799,54.934516,-4.1096106,1027.5761
800,57.47472,-6.5901086,959.5783
801,55.482714,-3.5057903,960.5053
802,50.884028,-4.3479481,1118.8383
803,52.164598,-2.6602459,1068.1326
804,57.19762,-2.5819097,994.1761
805,56.474296,-3.2201364,986.3166
806,52.97494,-2.3746958,1049.7078
807,51.886804,-3.5279745,1105.7323
808,52.346232,-1.9289649,1050.2789
809,51.063825,0.35245725,1180.8031
810,57.627837,-4.2634192,952.8442
811,51.877825,-4.1088034,1145.3105
812,54.787437,-6.2801368,1019.2947
813,51.353513,-2.9357257,1133.8905
814,54.502278,-2.5429603,1050.7521
815,52.691463,-0.15290746,1143.744
816,55.128262,-3.0219098,966.0115
817,53.694413,-1.7752787,1045.7564
818,51.173741,-1.0725105,1167.7858
819,51.707115,-0.48274118,1158.5781
820,54.316652,-3.30915,1067.1832
821,54.68203,-1.4596655,1008.1375
822,55.803446,-5.4331487,1006.5182
823,52.166423,-2.0754543,1061.8718
824,54.840495,-7.2210821,1011.9966
825,52.871075,-3.8595043,1095.9151
826,56.537481,-4.8485729,910.5677
827,52.504068,0.28126467,1145.278
828,53.511963,-2.831808,1058.4355
829,54.24971,-6.2241711,1063.9454
830,56.978088,-5.2113705,907.5113
831,50.817536,-1.7893487,1189.1558
832,52.04896,0.54971079,1152.365
833,57.15311,-5.39194,910.6127
834,52.787414,-0.59372409,1134.844
835,56.188638,-4.3391066,944.5273
836,51.625211,-1.3522582,1130.0902
837,53.87029,-2.9909891,1065.4604
838,54.447085,-7.9429992,1029.966
839,58.245839,-4.813938,928.7652
840,50.338959,-4.6020443,1143.826
841,55.386156,-3.975721,996.24
842,54.855716,-3.3265554,1006.2893
843,50.624432,-3.7694391,1145.3144
844,53.424948,-2.0776718,1044.2369
845,57.251308,-5.06929,900.2937
846,50.994927,-2.7859979,1167.404
847,54.444308,-5.7812469,1058.0874
848,54.050062,-1.0096755,1074.8357
849,55.044799,-6.6209093,1014.7187
850,55.999081,-4.8088107,978.2334
851,50.524621,-4.3300558,1122.7098
852,52.607613,-3.4052672,1055.441
853,56.837446,-2.740209,998.1759
854,51.981597,-0.91031622,1134.7781
855,51.43553,-0.34788502,1146.8508
856,52.296033,1.4439701,1147.4938
857,53.423039,-2.6795881,1053.6503
858,50.997373,-2.2160357,1165.3768
859,52.792959,-1.1867576,1111.6596
860,51.620603,-0.77453324,1137.5729
861,56.19915,-3.6949369,945.2791
862,52.435574,-2.3701012,1049.802
863,57.550256,-3.4229989,973.5691
864,51.801764,-3.0900063,1102.5221
865,55.850725,-2.4018935,1009.0895
866,50.905882,-2.6422745,1174.6273
867,54.529045,-5.9437181,1045.9223
868,52.141743,-4.4135551,1159.365
869,57.157467,-5.2269168,903.8225
870,56.973761,-5.3756024,911.5795
871,55.473297,-4.1383056,1007.7921
872,53.135632,0.16508709,1134.8211
873,51.529059,-3.3718009,1150.5149
874,53.958849,-0.85942839,1086.7044
875,57.804211,-4.4427779,943.6591
876,57.238192,-5.5655546,910.0511
877,52.321497,0.41860567,1147.1975
878,51.087475,-1.9309029,1161.4712
879,57.97289,-4.9616359,919.4737
880,54.138513,-3.1504523,1068.4782
881,56.454754,-4.517746,913.0458
882,55.121388,-3.6489779,977.4771
883,52.699204,-0.74454877,1135.135
884,55.978234,-5.6089924,975.2904
885,56.46622,-3.8691445,930.0112
886,52.703993,-1.3364088,1108.0146
887,55.11129,-4.2757155,1021.9956
888,55.760254,-2.5603134,997.0081
889,57.217662,-6.226519,949.4146
890,53.33488,-1.7771707,1062.5373
891,55.038766,-6.7768677,1013.2153
892,51.892916,-2.946891,1089.8618
893,56.56689,-2.8976458,1009.7588
894,52.524941,-1.4865026,1075.7549
895,52.878894,-3.2654246,1051.1409
896,58.629561,-3.2944144,952.1073
897,50.726043,-2.6398116,1167.7587
898,50.907627,-2.0733939,1173.461
899,52.030946,1.2777228,1165.1648
900,51.167808,-0.50050487,1162.4999
901,51.713162,-1.0615211,1131.9851
902,54.772486,-1.613907,992.2521
903,51.896521,-2.220326,1088.403
904,51.082615,-0.93156758,1174.746
905,52.334235,-0.31460168,1133.0194
906,56.451359,-4.6798164,911.6958
907,54.142026,-2.6913107,1045.1859
908,52.958494,-4.0121386,1139.8916
909,57.983686,-4.4549891,946.2394
910,54.952191,-2.3928727,996.67
911,57.181888,-4.0706039,945.3429
912,52.144642,-4.2675495,1149.8714
913,54.523912,-6.0978455,1040.4634
914,50.902755,-3.0688733,1157.5415
915,53.964238,-1.926253,1042.6541
916,57.79349,-4.946913,898.1599
917,51.536521,-2.3627587,1115.3625
918,50.722935,-3.0647757,1160.4902
919,53.138255,0.015709379,1132.3055
920,50.055636,-5.1455665,1161.6042
921,52.519452,-0.74967853,1139.8974
922,52.884488,-2.5225238,1056.4304
923,50.725213,-1.2230677,1217.0856
924,52.52421,-1.3391204,1083.6316
925,56.565609,-3.0603436,996.6582
926,58.184586,-6.8517625,964.0232
927,51.716712,-1.7852026,1122.3688
928,51.150703,0.49987207,1180.2894
929,52.154432,-3.6833029,1106.1071
930,54.143986,-2.0790157,1037.2228
931,52.704729,-1.484396,1074.1807
932,55.101603,-4.7454765,1036.7109
933,53.684108,-0.41260228,1112.2842
934,51.893996,-2.8015917,1086.4582
935,57.647396,-2.4215597,991.5864
936,53.331118,-1.0264013,1088.7338
937,55.754039,-3.3568872,980.3987
938,54.428962,-6.2426219,1043.1616
939,50.993882,-2.9284725,1160.6811
940,57.268812,-4.241338,939.8045
941,52.237203,-4.1258033,1138.0459
942,54.861727,-2.5477809,1005.6692
943,58.898913,-3.3044726,965.3811
944,53.050848,-0.13757523,1134.1426
